"Stakeholder","Province","District","Product","Reporting_Month","Reporting_Year","Health_Facility","opening_balance","received_balance","issue_balance","closing_balance","adjustment_positive","adjustment_negative","avg_consumption","new","old","reporting_date","created_date","last_update","ip_address"
"PPHI","Sindh","Badin","POP","1","2017","BHU Saeed Khan Bhugri","2","0","0","2","0","0","0","","","1-1-2017","9-2-2017 01:37:17","9-2-2017 01:37:17","119.154.239.97"
"PPHI","Sindh","Badin","COC","1","2017","BHU Saeed Khan Bhugri","7","3","6","4","0","0","4","","","1-1-2017","9-2-2017 01:37:17","9-2-2017 01:37:17","119.154.239.97"
"PPHI","Sindh","Badin","ECP","1","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-1-2017","9-2-2017 01:37:17","9-2-2017 01:37:17","119.154.239.97"
"PPHI","Sindh","Badin","Copper-T-380A","1","2017","BHU Saeed Khan Bhugri","84","0","0","84","0","0","0","","","1-1-2017","9-2-2017 01:37:17","9-2-2017 01:37:17","119.154.239.97"
"PPHI","Sindh","Badin","Multiload","1","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-1-2017","9-2-2017 01:37:17","9-2-2017 01:37:17","119.154.239.97"
"PPHI","Sindh","Badin","2-Month Inj","1","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","7","","","1-1-2017","9-2-2017 01:37:17","9-2-2017 01:37:17","119.154.239.97"
"PPHI","Sindh","Badin","3-Month Inj","1","2017","BHU Saeed Khan Bhugri","7","10","7","10","0","0","5","","","1-1-2017","9-2-2017 01:37:17","9-2-2017 01:37:17","119.154.239.97"
"PPHI","Sindh","Badin","Implanon","1","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-1-2017","9-2-2017 01:37:17","9-2-2017 01:37:17","119.154.239.97"
"PPHI","Sindh","Badin","Jadelle","1","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-1-2017","9-2-2017 01:37:17","9-2-2017 01:37:17","119.154.239.97"
"PPHI","Sindh","Badin","Condom","2","2017","BHU Saeed Khan Bhugri","110","100","150","60","0","0","90","","","1-2-2017","9-3-2017 16:48:58","9-3-2017 16:48:58","221.120.204.202"
"PPHI","Sindh","Badin","POP","2","2017","BHU Saeed Khan Bhugri","2","0","0","2","0","0","0","","","1-2-2017","9-3-2017 16:48:58","9-3-2017 16:48:58","221.120.204.202"
"PPHI","Sindh","Badin","COC","2","2017","BHU Saeed Khan Bhugri","4","6","10","0","0","0","7","","","1-2-2017","9-3-2017 16:48:58","9-3-2017 16:48:58","221.120.204.202"
"PPHI","Sindh","Badin","ECP","2","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-2-2017","9-3-2017 16:48:58","9-3-2017 16:48:58","221.120.204.202"
"PPHI","Sindh","Badin","Copper-T-380A","2","2017","BHU Saeed Khan Bhugri","84","0","0","84","0","0","0","","","1-2-2017","9-3-2017 16:48:58","9-3-2017 16:48:58","221.120.204.202"
"PPHI","Sindh","Badin","Multiload","2","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-2-2017","9-3-2017 16:48:58","9-3-2017 16:48:58","221.120.204.202"
"PPHI","Sindh","Badin","2-Month Inj","2","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","7","","","1-2-2017","9-3-2017 16:48:58","9-3-2017 16:48:58","221.120.204.202"
"PPHI","Sindh","Badin","3-Month Inj","2","2017","BHU Saeed Khan Bhugri","10","10","10","10","0","0","7","","","1-2-2017","9-3-2017 16:48:58","9-3-2017 16:48:58","221.120.204.202"
"PPHI","Sindh","Badin","Implanon","2","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-2-2017","9-3-2017 16:48:58","9-3-2017 16:48:58","221.120.204.202"
"PPHI","Sindh","Badin","Jadelle","2","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-2-2017","9-3-2017 16:48:58","9-3-2017 16:48:58","221.120.204.202"
"PPHI","Sindh","Badin","Condom","3","2017","BHU Saeed Khan Bhugri","60","100","110","50","0","0","117","","","1-3-2017","10-4-2017 22:39:38","10-4-2017 22:39:38","119.154.244.89"
"PPHI","Sindh","Badin","POP","3","2017","BHU Saeed Khan Bhugri","2","0","2","0","0","0","2","","","1-3-2017","10-4-2017 22:39:38","10-4-2017 22:39:38","119.154.244.89"
"PPHI","Sindh","Badin","COC","3","2017","BHU Saeed Khan Bhugri","0","9","9","0","0","0","8","","","1-3-2017","10-4-2017 22:39:38","10-4-2017 22:39:38","119.154.244.89"
"PPHI","Sindh","Badin","ECP","3","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-3-2017","10-4-2017 22:39:38","10-4-2017 22:39:38","119.154.244.89"
"PPHI","Sindh","Badin","Copper-T-380A","3","2017","BHU Saeed Khan Bhugri","84","0","0","0","0","84","0","","","1-3-2017","10-4-2017 22:39:38","10-4-2017 22:39:38","119.154.244.89"
"PPHI","Sindh","Badin","Multiload","3","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-3-2017","10-4-2017 22:39:38","10-4-2017 22:39:38","119.154.244.89"
"PPHI","Sindh","Badin","2-Month Inj","3","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","7","","","1-3-2017","10-4-2017 22:39:38","10-4-2017 22:39:38","119.154.244.89"
"PPHI","Sindh","Badin","3-Month Inj","3","2017","BHU Saeed Khan Bhugri","10","10","5","15","0","0","7","","","1-3-2017","10-4-2017 22:39:38","10-4-2017 22:39:38","119.154.244.89"
"PPHI","Sindh","Badin","Implanon","3","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-3-2017","10-4-2017 22:39:38","10-4-2017 22:39:38","119.154.244.89"
"PPHI","Sindh","Badin","Jadelle","3","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-3-2017","10-4-2017 22:39:38","10-4-2017 22:39:38","119.154.244.89"
"PPHI","Sindh","Badin","Condom","4","2017","BHU Saeed Khan Bhugri","50","100","80","70","0","0","113","","","1-4-2017","14-5-2017 13:07:17","14-5-2017 13:07:17","221.120.204.202"
"PPHI","Sindh","Badin","POP","4","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","2","","","1-4-2017","14-5-2017 13:07:17","14-5-2017 13:07:17","221.120.204.202"
"PPHI","Sindh","Badin","COC","4","2017","BHU Saeed Khan Bhugri","0","9","9","3","3","0","9","","","1-4-2017","14-5-2017 13:07:17","14-5-2017 13:07:17","221.120.204.202"
"PPHI","Sindh","Badin","ECP","4","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-4-2017","14-5-2017 13:07:17","14-5-2017 13:07:17","221.120.204.202"
"PPHI","Sindh","Badin","Copper-T-380A","4","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-4-2017","14-5-2017 13:07:17","14-5-2017 13:07:17","221.120.204.202"
"PPHI","Sindh","Badin","Multiload","4","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-4-2017","14-5-2017 13:07:17","14-5-2017 13:07:17","221.120.204.202"
"PPHI","Sindh","Badin","2-Month Inj","4","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","7","","","1-4-2017","14-5-2017 13:07:17","14-5-2017 13:07:17","221.120.204.202"
"PPHI","Sindh","Badin","3-Month Inj","4","2017","BHU Saeed Khan Bhugri","15","0","10","5","0","0","8","","","1-4-2017","14-5-2017 13:07:17","14-5-2017 13:07:17","221.120.204.202"
"PPHI","Sindh","Badin","Implanon","4","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-4-2017","14-5-2017 13:07:17","14-5-2017 13:07:17","221.120.204.202"
"PPHI","Sindh","Badin","Jadelle","4","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-4-2017","14-5-2017 13:07:17","14-5-2017 13:07:17","221.120.204.202"
"PPHI","Sindh","Badin","Condom","5","2017","BHU Saeed Khan Bhugri","70","0","70","0","0","0","87","","","1-5-2017","8-6-2017 09:59:02","13-7-2017 01:14:42","221.120.204.202"
"PPHI","Sindh","Badin","POP","5","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","2","","","1-5-2017","8-6-2017 09:59:02","13-7-2017 01:14:42","221.120.204.202"
"PPHI","Sindh","Badin","COC","5","2017","BHU Saeed Khan Bhugri","3","9","10","2","0","0","9","","","1-5-2017","8-6-2017 09:59:02","13-7-2017 01:14:42","221.120.204.202"
"PPHI","Sindh","Badin","ECP","5","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-5-2017","8-6-2017 09:59:02","13-7-2017 01:14:42","221.120.204.202"
"PPHI","Sindh","Badin","Copper-T-380A","5","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-5-2017","8-6-2017 09:59:02","13-7-2017 01:14:42","221.120.204.202"
"PPHI","Sindh","Badin","Multiload","5","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-5-2017","8-6-2017 09:59:02","13-7-2017 01:14:42","221.120.204.202"
"PPHI","Sindh","Badin","2-Month Inj","5","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","7","","","1-5-2017","8-6-2017 09:59:02","13-7-2017 01:14:42","221.120.204.202"
"PPHI","Sindh","Badin","3-Month Inj","5","2017","BHU Saeed Khan Bhugri","5","0","5","0","0","0","7","","","1-5-2017","8-6-2017 09:59:02","13-7-2017 01:14:42","221.120.204.202"
"PPHI","Sindh","Badin","Implanon","5","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-5-2017","8-6-2017 09:59:02","13-7-2017 01:14:42","221.120.204.202"
"PPHI","Sindh","Badin","Jadelle","5","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-5-2017","8-6-2017 09:59:02","13-7-2017 01:14:42","221.120.204.202"
"PPHI","Sindh","Badin","Condom","6","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","87","","","1-6-2017","13-7-2017 20:09:29","13-7-2017 20:09:29","221.120.204.202"
"PPHI","Sindh","Badin","POP","6","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","2","","","1-6-2017","13-7-2017 20:09:29","13-7-2017 20:09:29","221.120.204.202"
"PPHI","Sindh","Badin","COC","6","2017","BHU Saeed Khan Bhugri","2","9","10","0","0","1","10","","","1-6-2017","13-7-2017 20:09:29","13-7-2017 20:09:29","221.120.204.202"
"PPHI","Sindh","Badin","ECP","6","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-6-2017","13-7-2017 20:09:29","13-7-2017 20:09:29","221.120.204.202"
"PPHI","Sindh","Badin","Copper-T-380A","6","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-6-2017","13-7-2017 20:09:29","13-7-2017 20:09:29","221.120.204.202"
"PPHI","Sindh","Badin","Multiload","6","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-6-2017","13-7-2017 20:09:29","13-7-2017 20:09:29","221.120.204.202"
"PPHI","Sindh","Badin","2-Month Inj","6","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","7","","","1-6-2017","13-7-2017 20:09:29","13-7-2017 20:09:29","221.120.204.202"
"PPHI","Sindh","Badin","3-Month Inj","6","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","7","","","1-6-2017","13-7-2017 20:09:29","13-7-2017 20:09:29","221.120.204.202"
"PPHI","Sindh","Badin","Implanon","6","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-6-2017","13-7-2017 20:09:29","13-7-2017 20:09:29","221.120.204.202"
"PPHI","Sindh","Badin","Jadelle","6","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-6-2017","13-7-2017 20:09:29","13-7-2017 20:09:29","221.120.204.202"
"PPHI","Sindh","Badin","Condom","7","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","87","","","1-7-2017","8-8-2017 01:29:16","8-8-2017 01:29:16","221.120.204.202"
"PPHI","Sindh","Badin","POP","7","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","2","","","1-7-2017","8-8-2017 01:29:16","8-8-2017 01:29:16","221.120.204.202"
"PPHI","Sindh","Badin","COC","7","2017","BHU Saeed Khan Bhugri","0","9","9","0","0","0","10","","","1-7-2017","8-8-2017 01:29:16","8-8-2017 01:29:16","221.120.204.202"
"PPHI","Sindh","Badin","ECP","7","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-7-2017","8-8-2017 01:29:16","8-8-2017 01:29:16","221.120.204.202"
"PPHI","Sindh","Badin","Copper-T-380A","7","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-7-2017","8-8-2017 01:29:16","8-8-2017 01:29:16","221.120.204.202"
"PPHI","Sindh","Badin","3-Month Inj","7","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","7","","","1-7-2017","8-8-2017 01:29:16","8-8-2017 01:29:16","221.120.204.202"
"PPHI","Sindh","Badin","Implanon","7","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-7-2017","8-8-2017 01:29:16","8-8-2017 01:29:16","221.120.204.202"
"PPHI","Sindh","Badin","Jadelle","7","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-7-2017","8-8-2017 01:29:16","8-8-2017 01:29:16","221.120.204.202"
"PPHI","Sindh","Badin","Multiload","7","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-7-2017","8-8-2017 01:29:16","8-8-2017 01:29:16","221.120.204.202"
"PPHI","Sindh","Badin","2-Month Inj","7","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","7","","","1-7-2017","8-8-2017 01:29:16","8-8-2017 01:29:16","221.120.204.202"
"PPHI","Sindh","Badin","Condom","8","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","87","","","1-8-2017","13-9-2017 11:30:52","13-9-2017 11:30:52","104.236.70.228"
"PPHI","Sindh","Badin","POP","8","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","2","","","1-8-2017","13-9-2017 11:30:52","13-9-2017 11:30:52","104.236.70.228"
"PPHI","Sindh","Badin","COC","8","2017","BHU Saeed Khan Bhugri","0","9","3","6","0","0","7","","","1-8-2017","13-9-2017 11:30:52","13-9-2017 11:30:52","104.236.70.228"
"PPHI","Sindh","Badin","ECP","8","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-8-2017","13-9-2017 11:30:52","13-9-2017 11:30:52","104.236.70.228"
"PPHI","Sindh","Badin","Copper-T-380A","8","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-8-2017","13-9-2017 11:30:52","13-9-2017 11:30:52","104.236.70.228"
"PPHI","Sindh","Badin","3-Month Inj","8","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","7","","","1-8-2017","13-9-2017 11:30:52","13-9-2017 11:30:52","104.236.70.228"
"PPHI","Sindh","Badin","Implanon","8","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-8-2017","13-9-2017 11:30:52","13-9-2017 11:30:52","104.236.70.228"
"PPHI","Sindh","Badin","Jadelle","8","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-8-2017","13-9-2017 11:30:52","13-9-2017 11:30:52","104.236.70.228"
"PPHI","Sindh","Badin","Multiload","8","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-8-2017","13-9-2017 11:30:52","13-9-2017 11:30:52","104.236.70.228"
"PPHI","Sindh","Badin","2-Month Inj","8","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","7","","","1-8-2017","13-9-2017 11:30:52","13-9-2017 11:30:52","104.236.70.228"
"PPHI","Sindh","Badin","Condom","9","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","87","","","1-9-2017","10-10-2017 13:21:25","10-10-2017 13:21:25","175.107.36.128"
"PPHI","Sindh","Badin","POP","9","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","2","","","1-9-2017","10-10-2017 13:21:25","10-10-2017 13:21:25","175.107.36.128"
"PPHI","Sindh","Badin","COC","9","2017","BHU Saeed Khan Bhugri","6","6","11","0","0","1","8","","","1-9-2017","10-10-2017 13:21:25","10-10-2017 13:21:25","175.107.36.128"
"PPHI","Sindh","Badin","ECP","9","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-9-2017","10-10-2017 13:21:25","10-10-2017 13:21:25","175.107.36.128"
"PPHI","Sindh","Badin","Copper-T-380A","9","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-9-2017","10-10-2017 13:21:25","10-10-2017 13:21:25","175.107.36.128"
"PPHI","Sindh","Badin","3-Month Inj","9","2017","BHU Saeed Khan Bhugri","0","10","10","0","0","0","8","","","1-9-2017","10-10-2017 13:21:25","10-10-2017 13:21:25","175.107.36.128"
"PPHI","Sindh","Badin","Implanon","9","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-9-2017","10-10-2017 13:21:25","10-10-2017 13:21:25","175.107.36.128"
"PPHI","Sindh","Badin","Jadelle","9","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-9-2017","10-10-2017 13:21:25","10-10-2017 13:21:25","175.107.36.128"
"PPHI","Sindh","Badin","Multiload","9","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","0","","","1-9-2017","10-10-2017 13:21:25","10-10-2017 13:21:25","175.107.36.128"
"PPHI","Sindh","Badin","2-Month Inj","9","2017","BHU Saeed Khan Bhugri","0","0","0","0","0","0","7","","","1-9-2017","10-10-2017 13:21:25","10-10-2017 13:21:25","175.107.36.128"
"PPHI","Sindh","Badin","Condom","1","2014","BHU Wali Muhammad Malkani","484","0","424","60","0","0","424","","","1-1-2014","19-7-2014 10:05:59","19-7-2014 10:05:59","119.157.182.28"
"PPHI","Sindh","Badin","POP","1","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-1-2014","19-7-2014 10:05:59","19-7-2014 10:05:59","119.157.182.28"
"PPHI","Sindh","Badin","COC","1","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-1-2014","19-7-2014 10:05:59","19-7-2014 10:05:59","119.157.182.28"
"PPHI","Sindh","Badin","ECP","1","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-1-2014","19-7-2014 10:05:59","19-7-2014 10:05:59","119.157.182.28"
"PPHI","Sindh","Badin","Copper-T-380A","1","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-1-2014","19-7-2014 10:05:59","19-7-2014 10:05:59","119.157.182.28"
"PPHI","Sindh","Badin","Multiload","1","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-1-2014","19-7-2014 10:05:59","19-7-2014 10:05:59","119.157.182.28"
"PPHI","Sindh","Badin","2-Month Inj","1","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-1-2014","19-7-2014 10:05:59","19-7-2014 10:05:59","119.157.182.28"
"PPHI","Sindh","Badin","3-Month Inj","1","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-1-2014","19-7-2014 10:05:59","19-7-2014 10:05:59","119.157.182.28"
"PPHI","Sindh","Badin","Implanon","1","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-1-2014","19-7-2014 10:05:59","19-7-2014 10:05:59","119.157.182.28"
"PPHI","Sindh","Badin","Jadelle","1","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-1-2014","19-7-2014 10:05:59","19-7-2014 10:05:59","119.157.182.28"
"PPHI","Sindh","Badin","Condom","2","2014","BHU Wali Muhammad Malkani","60","0","134","290","364","0","279","","","1-2-2014","18-8-2014 12:19:36","18-8-2014 12:19:36","119.157.157.139"
"PPHI","Sindh","Badin","POP","2","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-2-2014","18-8-2014 12:19:36","18-8-2014 12:19:36","119.157.157.139"
"PPHI","Sindh","Badin","COC","2","2014","BHU Wali Muhammad Malkani","0","10","2","8","0","0","2","","","1-2-2014","18-8-2014 12:19:36","18-8-2014 12:19:36","119.157.157.139"
"PPHI","Sindh","Badin","ECP","2","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-2-2014","18-8-2014 12:19:36","18-8-2014 12:19:36","119.157.157.139"
"PPHI","Sindh","Badin","Copper-T-380A","2","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-2-2014","18-8-2014 12:19:36","18-8-2014 12:19:36","119.157.157.139"
"PPHI","Sindh","Badin","Multiload","2","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-2-2014","18-8-2014 12:19:36","18-8-2014 12:19:36","119.157.157.139"
"PPHI","Sindh","Badin","2-Month Inj","2","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-2-2014","18-8-2014 12:19:36","18-8-2014 12:19:36","119.157.157.139"
"PPHI","Sindh","Badin","3-Month Inj","2","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-2-2014","18-8-2014 12:19:36","18-8-2014 12:19:36","119.157.157.139"
"PPHI","Sindh","Badin","Implanon","2","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-2-2014","18-8-2014 12:19:36","18-8-2014 12:19:36","119.157.157.139"
"PPHI","Sindh","Badin","Jadelle","2","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-2-2014","18-8-2014 12:19:36","18-8-2014 12:19:36","119.157.157.139"
"PPHI","Sindh","Badin","Condom","4","2014","BHU Wali Muhammad Malkani","230","0","170","60","0","0","121","","","1-4-2014","22-8-2014 11:00:49","22-8-2014 11:00:49","119.159.49.242"
"PPHI","Sindh","Badin","POP","4","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-4-2014","22-8-2014 11:00:49","22-8-2014 11:00:49","119.159.49.242"
"PPHI","Sindh","Badin","COC","4","2014","BHU Wali Muhammad Malkani","4","21","9","16","0","0","11","","","1-4-2014","22-8-2014 11:00:49","22-8-2014 11:00:49","119.159.49.242"
"PPHI","Sindh","Badin","ECP","4","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-4-2014","22-8-2014 11:00:49","22-8-2014 11:00:49","119.159.49.242"
"PPHI","Sindh","Badin","Copper-T-380A","4","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-4-2014","22-8-2014 11:00:49","22-8-2014 11:00:49","119.159.49.242"
"PPHI","Sindh","Badin","Multiload","4","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-4-2014","22-8-2014 11:00:49","22-8-2014 11:00:49","119.159.49.242"
"PPHI","Sindh","Badin","2-Month Inj","4","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-4-2014","22-8-2014 11:00:49","22-8-2014 11:00:49","119.159.49.242"
"PPHI","Sindh","Badin","3-Month Inj","4","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-4-2014","22-8-2014 11:00:49","22-8-2014 11:00:49","119.159.49.242"
"PPHI","Sindh","Badin","Implanon","4","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-4-2014","22-8-2014 11:00:49","22-8-2014 11:00:49","119.159.49.242"
"PPHI","Sindh","Badin","Jadelle","4","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-4-2014","22-8-2014 11:00:49","22-8-2014 11:00:49","119.159.49.242"
"PPHI","Sindh","Badin","Condom","3","2014","BHU Wali Muhammad Malkani","290","0","60","230","0","0","206","","","1-3-2014","20-8-2014 12:09:14","23-8-2014 12:04:36","119.157.182.29"
"PPHI","Sindh","Badin","POP","3","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-3-2014","20-8-2014 12:09:14","23-8-2014 12:04:36","119.157.182.29"
"PPHI","Sindh","Badin","COC","3","2014","BHU Wali Muhammad Malkani","8","19","23","4","0","0","12","","","1-3-2014","20-8-2014 12:09:14","23-8-2014 12:04:36","119.157.182.29"
"PPHI","Sindh","Badin","ECP","3","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-3-2014","20-8-2014 12:09:14","23-8-2014 12:04:36","119.157.182.29"
"PPHI","Sindh","Badin","Copper-T-380A","3","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-3-2014","20-8-2014 12:09:14","23-8-2014 12:04:36","119.157.182.29"
"PPHI","Sindh","Badin","Multiload","3","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-3-2014","20-8-2014 12:09:14","23-8-2014 12:04:36","119.157.182.29"
"PPHI","Sindh","Badin","2-Month Inj","3","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-3-2014","20-8-2014 12:09:14","23-8-2014 12:04:36","119.157.182.29"
"PPHI","Sindh","Badin","3-Month Inj","3","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-3-2014","20-8-2014 12:09:14","23-8-2014 12:04:36","119.157.182.29"
"PPHI","Sindh","Badin","Implanon","3","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-3-2014","20-8-2014 12:09:14","23-8-2014 12:04:36","119.157.182.29"
"PPHI","Sindh","Badin","Jadelle","3","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-3-2014","20-8-2014 12:09:14","23-8-2014 12:04:36","119.157.182.29"
"PPHI","Sindh","Badin","Condom","5","2014","BHU Wali Muhammad Malkani","60","260","310","10","0","0","180","","","1-5-2014","26-8-2014 12:24:45","27-8-2014 12:07:27","119.159.40.57"
"PPHI","Sindh","Badin","POP","5","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-5-2014","26-8-2014 12:24:45","27-8-2014 12:07:27","119.159.40.57"
"PPHI","Sindh","Badin","COC","5","2014","BHU Wali Muhammad Malkani","16","15","5","26","0","0","12","","","1-5-2014","26-8-2014 12:24:45","27-8-2014 12:07:27","119.159.40.57"
"PPHI","Sindh","Badin","ECP","5","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-5-2014","26-8-2014 12:24:45","27-8-2014 12:07:27","119.159.40.57"
"PPHI","Sindh","Badin","Copper-T-380A","5","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-5-2014","26-8-2014 12:24:45","27-8-2014 12:07:27","119.159.40.57"
"PPHI","Sindh","Badin","Multiload","5","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-5-2014","26-8-2014 12:24:45","27-8-2014 12:07:27","119.159.40.57"
"PPHI","Sindh","Badin","2-Month Inj","5","2014","BHU Wali Muhammad Malkani","0","35","15","10","0","10","15","","","1-5-2014","26-8-2014 12:24:45","27-8-2014 12:07:27","119.159.40.57"
"PPHI","Sindh","Badin","3-Month Inj","5","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-5-2014","26-8-2014 12:24:45","27-8-2014 12:07:27","119.159.40.57"
"PPHI","Sindh","Badin","Implanon","5","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-5-2014","26-8-2014 12:24:45","27-8-2014 12:07:27","119.159.40.57"
"PPHI","Sindh","Badin","Jadelle","5","2014","BHU Wali Muhammad Malkani","0","0","0","0","0","0","0","","","1-5-2014","26-8-2014 12:24:45","27-8-2014 12:07:27","119.159.40.57"
